subject_id,informationElement_localName,subject_category,mapping_set_group,predicate_id,predicate_label,object_id,object_label,object_category,mapping_justification,author_id,author_label,reviewer_id,reviewer_label,creator_id,creator_label,subject_type,object_type,mapping_date,object_match_field,comment
mids:CollectionDate,DateCollected,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/verbatimEventDate,Verbatim Event Date,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1286,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:CollectorNumber,CollectingNumber,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/fieldNumber,Field Number,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen | Sam Leeflang,Mathias Dillen | Sam Leeflang,,,https://orcid.org/0000-0002-3973-1287,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:CollectorNumber,CollectingNumber,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/recordNumber,Record Number,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen | Sam Leeflang,Mathias Dillen | Sam Leeflang,,,https://orcid.org/0000-0002-3973-1288,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.gbif.org/terms/1.0/mediaType,Media Type,http://rs.gbif.org/terms,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/associatedMedia,Associated Media,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Sam Leeflang,Sam Leeflang,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://purl.org/dc/terms/identifier,Identifier,http://rs.gbif.org/terms/1.0/Multimedia,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-05,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://purl.org/dc/terms/references,References,http://rs.gbif.org/terms/1.0/Multimedia,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-05,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/ac/terms/accessURI,Access URI,http://rs.tdwg.org/ac/terms/,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-05,,
mids:media,Media,mids2,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://purl.org/dc/terms/identifier,Identifier,http://rs.tdwg.org/ac/terms/,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-05,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,Earliest Age Or Lowest Stage,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,Earliest Eon Or Lowest Eonothem,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,Earliest Epoch Or Lowest Series,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,Earliest Era Or Lowest Erathem,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,Earliest Period Or Lowest System,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,Latest Age Or Highest Stage,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,Latest Eon Or Highest Eonothem,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,Latest Epoch Or Highest Series,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,Latest Era Or Highest Erathem,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,Latest Period Or Highest System,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/bed,Bed,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/formation,Formation,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/group,Group,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/member,Member,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,Highest Biostratigraphic Zone,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeologicalAge,GeologicalAge,mids2,geological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,Lowest Biostratigraphic Zone,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,,,https://orcid.org/0000-0002-5669-2769,Sam Leeflang,rdf property,rdf property,2023-09-13,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/geodeticDatum,Geodetic Datum,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen | Sam Leeflang,Mathias Dillen | Sam Leeflang,,,https://orcid.org/0000-0002-3973-1277,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,Coordinate Uncertainty In Meters,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1278,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/coordinatePrecision,Coordinate Precision,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1279,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/footprintSRS,Footprint SRS,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1281,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/locationID,Location ID,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1274,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/decimalLatitude,Decimal Latitude,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1275,Mathias Dillen,rdf property,rdf property,2023-09,,
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/decimalLongitude,Decimal Longitude,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1276,Mathias Dillen,rdf property,rdf property,2023-09,http://rs.tdwg.org/dwc/terms/decimalLatitude | http://rs.tdwg.org/dwc/terms/decimalLongitude | http://rs.tdwg.org/dwc/terms/coordinatePrecision | http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters | http://rs.tdwg.org/dwc/terms/geodeticDatum,All properties in object_match_field need to be present
mids:GeographicalLocalityID,GeographicalLocalityID,mids3,all,https://www.w3.org/TR/2004/REC-owl-semantics-20040210/#owl_intersectionOf,intersectionOf,http://rs.tdwg.org/dwc/terms/footprintWKT,Footprint WKT,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1280,Mathias Dillen,rdf property,rdf property,2023-09,http://rs.tdwg.org/dwc/terms/footprintWKT | http://rs.tdwg.org/dwc/terms/footprintSRS,All properties in object_match_field need to be present
mids:InstitutionID,InstitutionID,mids3,all,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/institutionID,Institution ID,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1280,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:CollectorID,CollectorID,mids3,biological,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/recordedByID,Recorded By ID,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1283,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:ScientificNameID,ScientificNameID,mids3,all,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/scientificNameID,Scientific Name ID,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1260,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:IdentifiedByID,IdentifiedByID,mids3,all,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/identifiedByID,Identified By ID,http://rs.tdwg.org/dwc/terms/Occurrence,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1260,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:IdentifiedByID,IdentifiedByID,mids3,all,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://rs.tdwg.org/dwc/terms/identifiedByID,Identified By ID,http://rs.tdwg.org/dwc/terms/Identification,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1260,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:AssociatedMediaID,AssociatedMediaID,mids3,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://purl.org/dc/terms/identifier,Identifier,http://rs.gbif.org/terms/1.0/Multimedia,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-07,,
mids:AssociatedMediaID,AssociatedMediaID,mids3,biological,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,http://purl.org/dc/terms/identifier,Identifier,http://rs.tdwg.org/ac/terms/,semapv:HumanCuration,Mathias Dillen,Mathias Dillen,,,https://orcid.org/0000-0002-3973-1289,Mathias Dillen,rdf property,rdf property,2023-12-07,,